UserID	WindowID	Split	ApplicationDate	JobID
25433	1	Test	2012-04-05 23:41:42.857	787925
25433	1	Test	2012-04-05 23:41:43.62	738510
28537	1	Test	2012-04-05 00:55:18.857	754049
28537	1	Test	2012-04-18 17:22:57.403	179205
28537	1	Test	2012-04-05 00:55:21.06	205411
28537	1	Test	2012-04-05 00:55:16.923	296434
28537	1	Test	2012-04-05 00:55:18.267	156544
29029	1	Test	2012-04-01 15:04:57.323	541050
29029	1	Test	2012-04-04 15:47:48.667	153491
29029	1	Test	2012-04-01 15:12:55.977	540511
29029	1	Test	2012-04-02 06:05:46.463	146405
29029	1	Test	2012-04-02 06:04:38.573	240540
31243	1	Test	2012-04-27 08:56:17.463	773586
31440	1	Test	2012-04-04 10:46:46.757	744602
31440	1	Test	2012-04-04 10:51:55.993	654217
31440	1	Test	2012-04-02 12:23:50.57	1080281
31440	1	Test	2012-04-09 11:56:16.383	518069
31440	1	Test	2012-04-02 12:23:50.993	34677
31440	1	Test	2012-04-02 12:13:45.637	898467
32653	1	Test	2012-04-08 18:30:58.493	509440
32653	1	Test	2012-04-16 02:23:49.243	246606
32653	1	Test	2012-04-16 02:23:49.567	1024499
32653	1	Test	2012-04-16 02:11:21.787	696229
32653	1	Test	2012-04-08 18:40:03.04	246487
32653	1	Test	2012-04-08 18:34:21.69	1111665
32653	1	Test	2012-04-08 18:25:41.903	846134
32653	1	Test	2012-04-09 10:55:12.983	637027
32653	1	Test	2012-04-08 18:34:18.143	869189
32653	1	Test	2012-04-08 18:25:42.733	24374
32653	1	Test	2012-04-16 02:23:50.09	1074188
32653	1	Test	2012-04-08 18:34:17.94	197452
32653	1	Test	2012-04-08 19:26:56.743	134716
32653	1	Test	2012-04-08 18:25:42.69	63329
32653	1	Test	2012-04-08 18:40:03.387	634513
32653	1	Test	2012-04-08 18:25:42.073	10312
32653	1	Test	2012-04-08 18:40:03.167	882181
32653	1	Test	2012-04-08 18:25:42.153	576761
32653	1	Test	2012-04-16 02:23:49.447	451071
32653	1	Test	2012-04-08 18:25:41.67	1007989
32653	1	Test	2012-04-08 18:25:42.66	546398
32653	1	Test	2012-04-08 18:34:22.703	538454
32653	1	Test	2012-04-08 18:34:22.133	927768
33735	1	Test	2012-04-01 14:43:15.06	333565
33735	1	Test	2012-04-04 11:56:26.307	325907
33735	1	Test	2012-04-03 15:14:51.01	956229
33957	1	Test	2012-04-04 11:32:37.087	1100009
33957	1	Test	2012-04-04 10:34:34.93	593305
33957	1	Test	2012-04-04 11:32:37.913	522256
33957	1	Test	2012-04-04 10:34:34.92	881343
33957	1	Test	2012-04-04 11:32:36.807	1082604
33988	1	Test	2012-04-06 19:14:24.62	485873
33988	1	Test	2012-04-01 20:44:33.14	959830
33988	1	Test	2012-04-17 07:55:52.2	197014
33988	1	Test	2012-04-03 21:58:24.59	445
33988	1	Test	2012-04-08 22:36:29.267	300519
35886	1	Test	2012-04-18 11:18:35.343	850643
35886	1	Test	2012-04-09 13:42:06.163	1074321
36668	1	Test	2012-04-30 22:29:22.683	895462
36668	1	Test	2012-04-20 00:31:08.96	797189
36668	1	Test	2012-04-03 17:37:56.367	204351
36668	1	Test	2012-04-03 18:15:57.137	86553
36668	1	Test	2012-04-03 18:13:56.217	313750
36668	1	Test	2012-04-30 22:29:23.08	866292
36668	1	Test	2012-04-20 00:31:09.083	332857
36668	1	Test	2012-04-20 00:56:58.14	553107
37999	1	Test	2012-04-15 02:04:25.377	877877
39346	1	Test	2012-04-02 15:30:50.05	710783
39346	1	Test	2012-04-01 02:19:02.007	410312
39346	1	Test	2012-04-02 15:26:22.007	176996
39346	1	Test	2012-04-02 15:30:50.977	708789
39346	1	Test	2012-04-02 15:26:19.843	218261
39346	1	Test	2012-04-09 02:35:00.433	703540
39346	1	Test	2012-04-02 15:30:50.993	1021896
39346	1	Test	2012-04-02 15:30:50.633	577173
39346	1	Test	2012-04-02 15:26:20.96	1060513
39346	1	Test	2012-04-02 15:30:49.08	518069
39346	1	Test	2012-04-02 15:26:24	784863
39346	1	Test	2012-04-02 15:26:19.963	900299
39346	1	Test	2012-04-02 15:30:50.827	802901
39346	1	Test	2012-04-02 15:30:49.293	861687
39346	1	Test	2012-04-02 15:30:50.51	34677
39346	1	Test	2012-04-02 15:26:20.57	286408
39346	1	Test	2012-04-02 15:30:49.947	790836
39346	1	Test	2012-04-02 15:30:48.957	1076206
39346	1	Test	2012-04-14 13:30:53.54	919267
41358	1	Test	2012-04-09 20:34:10.64	311044
41358	1	Test	2012-04-09 18:36:10.147	846642
41464	1	Test	2012-04-02 22:13:00.563	868989
41464	1	Test	2012-04-02 22:13:00.313	811501
43503	1	Test	2012-04-08 14:11:01.47	525107
43503	1	Test	2012-04-02 15:50:14.667	895845
43503	1	Test	2012-04-02 15:50:15.887	179979
43503	1	Test	2012-04-02 16:03:21.01	698101
43503	1	Test	2012-04-08 14:09:58.13	1062169
43503	1	Test	2012-04-02 15:50:17.27	253055
43503	1	Test	2012-04-02 16:03:21.573	23709
43503	1	Test	2012-04-02 16:04:38.527	249012
43503	1	Test	2012-04-01 13:33:25.933	631334
43503	1	Test	2012-04-02 15:50:17.35	823012
43619	1	Test	2012-04-14 15:47:25.887	197716
43619	1	Test	2012-04-16 11:27:24.703	874391
43619	1	Test	2012-04-14 22:37:04.03	334712
43619	1	Test	2012-04-16 11:56:40.847	545395
43619	1	Test	2012-04-14 15:43:56.197	1006535
43619	1	Test	2012-04-16 11:55:20.37	312766
44123	1	Test	2012-04-09 00:32:04.703	807656
45321	1	Test	2012-04-02 11:57:09.92	345210
45321	1	Test	2012-04-14 23:59:15.857	11623
45321	1	Test	2012-04-04 13:38:56.503	812330
45321	1	Test	2012-04-04 13:38:56.077	280550
45321	1	Test	2012-04-04 13:36:59.537	118203
45321	1	Test	2012-04-04 13:21:17.813	864688
45321	1	Test	2012-04-16 03:22:51.913	163471
45321	1	Test	2012-04-15 13:05:29.457	1104489
45321	1	Test	2012-04-17 21:46:11.41	10312
45321	1	Test	2012-04-17 21:51:09.19	149393
45321	1	Test	2012-04-04 13:35:42.86	482786
45321	1	Test	2012-04-17 21:51:08.65	927768
45321	1	Test	2012-04-04 13:24:47.323	1069126
45321	1	Test	2012-04-09 13:40:38.663	7385
45321	1	Test	2012-04-14 23:42:12.35	788173
45410	1	Test	2012-04-06 21:16:14.44	922068
45410	1	Test	2012-04-04 21:06:06.343	148312
45410	1	Test	2012-04-06 20:44:55.353	1048839
45410	1	Test	2012-04-06 20:50:36.293	844331
45410	1	Test	2012-04-06 20:50:36.273	952876
45410	1	Test	2012-04-06 20:30:42.767	596530
45410	1	Test	2012-04-06 20:50:36.323	761901
45410	1	Test	2012-04-04 20:46:04.87	571487
45410	1	Test	2012-04-06 21:19:55.857	474823
45410	1	Test	2012-04-05 07:36:51.627	948930
45410	1	Test	2012-04-04 20:46:04.317	571433
45410	1	Test	2012-04-04 09:21:04.923	847877
45410	1	Test	2012-04-06 21:19:55.483	632881
45410	1	Test	2012-04-04 20:46:05.033	348122
45410	1	Test	2012-04-06 20:30:41.113	578026
45410	1	Test	2012-04-04 20:46:04.667	271452
49550	1	Test	2012-04-17 22:46:02.767	1902
49550	1	Test	2012-04-21 20:37:07.053	601995
49550	1	Test	2012-04-17 22:46:02.29	1025947
50853	1	Test	2012-04-08 21:59:11.647	238922
50853	1	Test	2012-04-05 19:44:40.537	28033
50853	1	Test	2012-04-05 18:58:51.893	1115878
50853	1	Test	2012-04-05 18:58:51.437	299344
50853	1	Test	2012-04-08 22:01:42.397	1042495
50853	1	Test	2012-04-08 22:09:11.777	756590
50853	1	Test	2012-04-05 20:53:25.183	134528
50853	1	Test	2012-04-05 18:58:51.193	478877
50853	1	Test	2012-04-05 19:08:47.547	845330
50859	1	Test	2012-04-09 17:23:53.41	509224
51533	1	Test	2012-04-04 18:08:11.06	1060825
53193	1	Test	2012-04-09 18:04:48.85	610659
53193	1	Test	2012-04-09 13:51:55.117	381340
60339	1	Test	2012-04-02 13:33:03.98	546359
60339	1	Test	2012-04-03 12:43:12.627	1031993
60339	1	Test	2012-04-02 13:33:03.827	196188
60339	1	Test	2012-04-03 12:43:11.98	79194
60339	1	Test	2012-04-02 13:33:03.47	246613
60339	1	Test	2012-04-02 13:33:04.15	617234
61035	1	Test	2012-04-04 16:13:21.24	157258
61035	1	Test	2012-04-04 16:13:22.55	1039454
61035	1	Test	2012-04-04 12:59:31.03	779934
61035	1	Test	2012-04-04 12:59:37.49	381420
61035	1	Test	2012-04-04 12:48:22.543	1038468
61035	1	Test	2012-04-04 12:51:31.123	718018
61035	1	Test	2012-04-04 12:53:01.107	741469
61035	1	Test	2012-04-04 12:50:08.16	81576
61035	1	Test	2012-04-04 12:50:08.483	381426
61035	1	Test	2012-04-04 12:50:08.917	773913
67382	1	Test	2012-04-20 07:47:33.85	851578
69988	1	Test	2012-04-07 18:12:08.57	523345
69988	1	Test	2012-04-07 18:12:09.753	1053173
69988	1	Test	2012-04-07 18:12:12.987	759356
69988	1	Test	2012-04-07 18:12:12.147	36579
69988	1	Test	2012-04-07 18:12:11.72	896372
69988	1	Test	2012-04-07 18:12:09.587	1061300
69988	1	Test	2012-04-07 18:12:11.837	1030614
69988	1	Test	2012-04-07 18:12:10.92	262551
69988	1	Test	2012-04-07 18:12:08.56	36348
70372	1	Test	2012-04-17 01:10:27.197	315599
70372	1	Test	2012-04-17 01:05:36.017	1060686
72028	1	Test	2012-04-01 11:25:57.553	540134
72028	1	Test	2012-04-01 11:25:54.65	223787
72028	1	Test	2012-04-01 11:26:02.957	1092675
72028	1	Test	2012-04-02 15:59:08.677	283053
72028	1	Test	2012-04-03 22:13:47.173	196580
72028	1	Test	2012-04-01 11:26:02.917	884012
72028	1	Test	2012-04-01 11:25:59.17	934511
72028	1	Test	2012-04-07 21:24:46.783	399121
72028	1	Test	2012-04-03 22:13:50.187	1088415
72028	1	Test	2012-04-02 15:59:07.337	778011
72028	1	Test	2012-04-03 22:13:42.223	509435
72028	1	Test	2012-04-01 11:26:01.843	798788
72028	1	Test	2012-04-03 22:13:49.257	1062816
72028	1	Test	2012-04-02 15:59:09.733	450134
72028	1	Test	2012-04-01 11:25:58.057	625659
72028	1	Test	2012-04-27 20:35:13.997	249589
72028	1	Test	2012-04-01 11:26:03.233	278510
72028	1	Test	2012-04-02 15:59:07.073	1008707
72028	1	Test	2012-04-02 15:59:09.037	597724
72028	1	Test	2012-04-01 11:26:00.983	581195
72028	1	Test	2012-04-02 15:59:06.973	1091429
72028	1	Test	2012-04-07 21:24:46.817	1053502
72028	1	Test	2012-04-02 15:59:09.41	635676
72028	1	Test	2012-04-03 22:13:41.233	394964
72028	1	Test	2012-04-01 11:26:02.483	241508
72028	1	Test	2012-04-27 20:35:13.67	151208
72028	1	Test	2012-04-01 11:25:59.353	482485
72028	1	Test	2012-04-01 11:26:01.3	1022867
72028	1	Test	2012-04-03 22:13:48.81	850076
72028	1	Test	2012-04-03 22:13:42.583	1043903
72028	1	Test	2012-04-03 22:13:41.937	1091813
72028	1	Test	2012-04-02 15:59:06.88	582349
72028	1	Test	2012-04-03 22:13:50.273	351425
72028	1	Test	2012-04-27 20:35:12.197	790820
72028	1	Test	2012-04-01 11:25:58.903	840480
72028	1	Test	2012-04-01 11:26:01.48	1069693
72028	1	Test	2012-04-01 11:26:00.523	749963
72028	1	Test	2012-04-03 22:13:41.953	453876
72028	1	Test	2012-04-01 11:25:57.643	906257
72028	1	Test	2012-04-27 20:35:12.893	791294
72028	1	Test	2012-04-02 15:59:09.44	629200
72028	1	Test	2012-04-03 22:13:48.807	1114164
72028	1	Test	2012-04-01 11:26:01.76	358424
72028	1	Test	2012-04-27 20:35:14.073	667405
72028	1	Test	2012-04-03 22:13:50.683	612797
72028	1	Test	2012-04-01 11:25:53.787	1090964
72028	1	Test	2012-04-03 22:13:46.957	1016087
72028	1	Test	2012-04-01 11:25:55.393	361704
73964	1	Test	2012-04-03 10:14:19.85	13313
73964	1	Test	2012-04-03 10:14:22.27	300974
73964	1	Test	2012-04-03 10:14:19.907	109062
73964	1	Test	2012-04-03 10:14:20.113	900542
73964	1	Test	2012-04-03 10:14:19.817	1032353
73964	1	Test	2012-04-03 10:14:19.85	812531
73964	1	Test	2012-04-03 10:14:21.42	1045358
73964	1	Test	2012-04-02 17:56:35.39	638479
73964	1	Test	2012-04-03 10:14:20.09	314425
75241	1	Test	2012-04-03 16:07:06.31	453200
75241	1	Test	2012-04-03 16:17:05.1	366364
75821	1	Test	2012-04-09 20:31:01.447	1070072
75821	1	Test	2012-04-09 20:41:01.203	307162
76314	1	Test	2012-04-05 11:08:33.74	546492
76558	1	Test	2012-04-16 08:17:15.48	776414
76558	1	Test	2012-04-16 08:31:02.69	212089
78050	1	Test	2012-04-08 17:25:26.853	433406
78050	1	Test	2012-04-03 14:19:56.81	463623
78050	1	Test	2012-04-16 13:33:41.417	867127
78917	1	Test	2012-04-04 17:11:41.817	14504
78917	1	Test	2012-04-04 17:11:39.99	457816
78917	1	Test	2012-04-04 17:11:41.38	757651
78917	1	Test	2012-04-04 17:10:32.067	444798
78917	1	Test	2012-04-04 17:11:41.957	221266
81354	1	Test	2012-04-08 10:42:56.543	911141
81354	1	Test	2012-04-03 13:53:49.04	862768
81354	1	Test	2012-04-07 19:17:11.023	472197
81354	1	Test	2012-04-07 19:19:24.58	772216
81354	1	Test	2012-04-03 19:54:59.1	634111
81354	1	Test	2012-04-09 10:53:47.43	10835
81354	1	Test	2012-04-04 23:07:26.127	1034800
81354	1	Test	2012-04-03 19:46:24.857	400171
81354	1	Test	2012-04-14 09:52:09.317	678110
81354	1	Test	2012-04-08 10:42:57.933	106562
81354	1	Test	2012-04-03 13:54:58.887	503173
81354	1	Test	2012-04-09 05:54:12.63	824339
81354	1	Test	2012-04-04 11:13:15.333	1093069
81354	1	Test	2012-04-03 19:51:08.467	959546
81354	1	Test	2012-04-09 10:53:46.477	249500
81354	1	Test	2012-04-09 10:53:46.46	35333
81354	1	Test	2012-04-02 12:56:46.807	287692
81354	1	Test	2012-04-08 10:42:57.197	832053
81354	1	Test	2012-04-09 13:58:17.467	564150
81354	1	Test	2012-04-08 10:42:57.493	41384
81354	1	Test	2012-04-08 10:42:57.513	962289
81354	1	Test	2012-04-09 05:54:14.27	770750
81354	1	Test	2012-04-03 19:55:54.587	249980
81354	1	Test	2012-04-09 11:01:28.677	865258
81354	1	Test	2012-04-09 10:53:47.8	488543
81354	1	Test	2012-04-04 11:13:15.103	1042098
81354	1	Test	2012-04-09 10:50:04.833	1023587
81354	1	Test	2012-04-09 05:54:13.663	780317
81354	1	Test	2012-04-08 10:42:49.04	920957
81354	1	Test	2012-04-03 19:52:24.563	504271
81354	1	Test	2012-04-08 10:42:56.753	295997
81464	1	Test	2012-04-08 11:08:51.113	817358
81464	1	Test	2012-04-03 18:30:29.88	518180
81464	1	Test	2012-04-14 23:19:53.283	606713
81464	1	Test	2012-04-08 11:08:32.707	11277
81464	1	Test	2012-04-09 14:02:42.857	250034
81611	1	Test	2012-04-14 14:17:08.297	223200
81611	1	Test	2012-04-14 14:17:09.073	675699
83876	1	Test	2012-04-02 09:53:22.447	512324
88491	1	Test	2012-04-02 20:38:23.373	608556
88491	1	Test	2012-04-09 23:43:25.653	1012976
88579	1	Test	2012-04-01 10:11:46.417	286527
94832	1	Test	2012-04-05 12:19:14.02	786887
94832	1	Test	2012-04-08 18:11:20.3	957504
94832	1	Test	2012-04-08 17:58:48.313	474259
94832	1	Test	2012-04-08 18:07:31.063	756691
94832	1	Test	2012-04-08 17:29:44.307	514888
94832	1	Test	2012-04-08 18:03:12.6	463581
94832	1	Test	2012-04-08 18:12:43.69	578948
94832	1	Test	2012-04-08 17:57:07.743	873804
94832	1	Test	2012-04-08 17:29:44.32	752508
94832	1	Test	2012-04-08 18:07:29.773	752357
94832	1	Test	2012-04-08 18:17:04.61	825311
94832	1	Test	2012-04-08 18:07:28.063	480050
94832	1	Test	2012-04-05 12:14:56.973	198352
94832	1	Test	2012-04-08 18:17:05.64	622968
94832	1	Test	2012-04-08 18:03:11.723	278925
94832	1	Test	2012-04-08 17:56:26.683	798665
94832	1	Test	2012-04-08 17:29:46.497	520622
94832	1	Test	2012-04-08 18:03:11.917	11744
94832	1	Test	2012-04-08 17:58:50.557	812526
94832	1	Test	2012-04-08 17:58:50.823	343068
94832	1	Test	2012-04-08 18:14:31.563	702683
94832	1	Test	2012-04-08 18:07:27.847	624095
95050	1	Test	2012-04-02 19:04:52.227	1053870
95050	1	Test	2012-04-02 19:19:26.41	635160
95050	1	Test	2012-04-03 00:53:35.823	27419
95050	1	Test	2012-04-02 19:40:47.29	809372
95050	1	Test	2012-04-02 19:00:33.513	599565
96345	1	Test	2012-04-06 12:37:40.817	1077634
96345	1	Test	2012-04-06 12:37:43.157	956432
96345	1	Test	2012-04-06 12:37:42.467	622804
96345	1	Test	2012-04-06 12:37:41.99	511997
96345	1	Test	2012-04-06 12:37:42.45	1102892
96345	1	Test	2012-04-06 12:37:41.593	388753
96345	1	Test	2012-04-06 12:37:40.76	534768
96345	1	Test	2012-04-06 12:44:50.013	820392
96345	1	Test	2012-04-06 12:37:44.043	219837
96345	1	Test	2012-04-06 12:37:43.62	16395
96345	1	Test	2012-04-06 12:37:41.79	1037772
96345	1	Test	2012-04-06 12:42:17.943	381854
96345	1	Test	2012-04-06 12:37:41.003	76821
96345	1	Test	2012-04-06 12:37:41.407	408622
96345	1	Test	2012-04-06 12:37:42.813	347139
99851	1	Test	2012-04-09 18:33:58.293	998128
101953	1	Test	2012-04-02 10:32:41.393	957
101953	1	Test	2012-04-02 20:08:30.48	552885
101953	1	Test	2012-04-08 07:22:58.4	280275
101953	1	Test	2012-04-08 07:23:39.013	855139
101953	1	Test	2012-04-02 09:45:00.437	972080
102668	1	Test	2012-04-01 19:18:50.23	472614
105251	1	Test	2012-04-04 16:29:10.2	860593
107359	1	Test	2012-04-03 22:35:40.217	313514
107359	1	Test	2012-04-08 20:45:42.773	198972
107359	1	Test	2012-04-05 14:10:23.143	358497
107359	1	Test	2012-04-08 20:44:31.67	300527
108786	1	Test	2012-04-21 21:30:16.86	1008716
108786	1	Test	2012-04-08 17:33:48.64	581195
108786	1	Test	2012-04-09 04:35:01.443	734242
108786	1	Test	2012-04-08 17:33:46.43	1053502
108786	1	Test	2012-04-08 17:33:48.1	1008708
108786	1	Test	2012-04-08 17:33:50.46	925564
108786	1	Test	2012-04-09 04:35:00.773	81981
108786	1	Test	2012-04-09 04:35:00.807	376652
108786	1	Test	2012-04-21 21:30:17.537	482485
108786	1	Test	2012-04-08 17:33:50.637	881332
108786	1	Test	2012-04-09 04:35:00.133	582349
108786	1	Test	2012-04-21 21:30:18.127	476885
108786	1	Test	2012-04-09 04:35:00.25	635223
108786	1	Test	2012-04-08 17:33:46.897	1002687
108786	1	Test	2012-04-08 17:33:49.5	749963
108786	1	Test	2012-04-09 04:35:00.827	327165
108786	1	Test	2012-04-08 17:33:40.797	629200
108786	1	Test	2012-04-08 17:33:48.937	86683
109209	1	Test	2012-04-16 13:28:54.127	284246
109209	1	Test	2012-04-06 21:12:46.81	773088
109209	1	Test	2012-04-06 21:12:46.913	895969
109209	1	Test	2012-04-18 20:24:42.483	17331
110059	1	Test	2012-04-15 22:00:02.193	750925
110599	1	Test	2012-04-09 18:50:00.72	862101
110599	1	Test	2012-04-09 18:48:23.453	900019
110599	1	Test	2012-04-09 17:18:55.673	697582
112666	1	Test	2012-04-05 09:26:04.493	193651
112976	1	Test	2012-04-09 22:07:31.63	153345
112976	1	Test	2012-04-09 23:15:19.787	449315
112976	1	Test	2012-04-09 22:03:57.597	480392
113005	1	Test	2012-04-01 20:07:56.13	1032353
113005	1	Test	2012-04-08 15:17:48	214948
113005	1	Test	2012-04-01 20:07:55.767	1045358
113005	1	Test	2012-04-15 14:36:52.297	600802
113888	1	Test	2012-04-29 21:09:18.51	13619
113888	1	Test	2012-04-29 21:09:18.807	525155
114116	1	Test	2012-04-09 14:22:14.263	141828
114116	1	Test	2012-04-03 14:15:18.57	582633
114667	1	Test	2012-04-01 16:35:23.783	1093758
114667	1	Test	2012-04-01 16:36:55.057	574928
114667	1	Test	2012-04-01 16:31:04.823	200990
114667	1	Test	2012-04-01 16:36:55.793	911019
114667	1	Test	2012-04-01 16:31:05.473	1097663
114667	1	Test	2012-04-01 16:36:55.347	186932
114667	1	Test	2012-04-01 16:36:56.163	522407
114667	1	Test	2012-04-01 16:31:06.24	265498
114667	1	Test	2012-04-01 16:31:04.803	33725
114667	1	Test	2012-04-01 16:31:05.543	585980
114667	1	Test	2012-04-01 16:35:22.687	355033
114667	1	Test	2012-04-01 16:36:56.257	868945
114667	1	Test	2012-04-01 16:35:22.77	316444
114667	1	Test	2012-04-15 20:23:33.157	608469
114667	1	Test	2012-04-01 16:31:05.163	275060
114667	1	Test	2012-04-01 16:36:55.73	254201
114667	1	Test	2012-04-01 16:31:05.93	561571
114667	1	Test	2012-04-01 16:36:53.813	576898
114667	1	Test	2012-04-15 20:23:22.757	920488
114667	1	Test	2012-04-15 20:23:25.81	655211
114856	1	Test	2012-04-28 16:48:38.097	564309
114856	1	Test	2012-04-28 16:48:28.263	678436
114856	1	Test	2012-04-28 16:48:37.933	768483
114856	1	Test	2012-04-28 16:48:36.98	773586
114856	1	Test	2012-04-28 16:48:38.043	582368
115033	1	Test	2012-04-07 13:25:36.397	295999
115079	1	Test	2012-04-03 00:37:06.51	345745
115079	1	Test	2012-04-03 00:37:04.06	108874
115079	1	Test	2012-04-03 00:37:05.737	281565
115079	1	Test	2012-04-03 00:46:36.997	878729
